ID	species	date	latitude	longitude	dayOfYear
4e2ceb69-7700-49c7-b7b7-ed441eef04cb	ANEMONE QUINQUEFOLIA	1916.52732240437	45.14	-89.152	193
47b5d4db-6c3c-4153-974a-230a11b8bf68	ANEMONE QUINQUEFOLIA	1889.32876712329	42.36447	-72.50686	120
558b6d63-d1af-49ef-bbae-f3ffc839e35d	ANEMONE QUINQUEFOLIA	1915.35068493151	40.555029	-79.528056	128
9217cf4e-4c1a-4df4-8ea3-9e6e69133441	ANEMONE QUINQUEFOLIA	1993.33150684932	40.3541666667	-79.1305555556	121
f4299ff2-8cd3-46fd-8b18-d9e855d5cd50	ANEMONE QUINQUEFOLIA	1994.34794520548	40.244786	-78.848125	127
fca2cb60-f098-45b5-a9e5-d085cd2df3db	ANEMONE QUINQUEFOLIA	2010.29589041096	40.367828	-79.23258000000001	108
cc9da8cd-ccbc-44f6-a407-cc5c9458a6fd	ANEMONE QUINQUEFOLIA	1922.32602739726	40.188578	-75.26472	119
632bf4a9-f741-43f8-83b7-61a666555824	ANEMONE QUINQUEFOLIA	1883.30410958904	41.3961	-72.9217	111
64a277a0-2578-4d99-949c-d10ff869dcd5	ANEMONE QUINQUEFOLIA	1903.37534246575	41.5161	-72.759	137
815010b5-1f0e-410d-b46b-ab3359eff2dc	ANEMONE QUINQUEFOLIA	2006.29863013699	41.635	-88.5055	109
03e4eaa9-6675-47f7-89ad-8d1b22d4d652	ANEMONE QUINQUEFOLIA	2006.30136986301	41.66889	-88.40552	110
ee57d749-d0d6-484d-a062-cba09927cb4d	ANEMONE QUINQUEFOLIA	2007.33150684932	41.25488	-88.16353	121
8930a28f-5107-46f8-b985-10d98a264712	ANEMONE QUINQUEFOLIA	2015.3397260274	44.8	-89.67	124
d154b200-6531-49e0-9b36-0b724af0f71f	ANEMONE QUINQUEFOLIA	2012.31420765027	42.9065167	-85.6360833	115
6671bc91-131e-429c-aa78-1d3de00b2eb5	ANEMONE QUINQUEFOLIA	1981.2904109589	41.1005	-73.55422	106
af45c910-41e6-4036-9ac0-37f7295aaedb	ANEMONE QUINQUEFOLIA	1982.38082191781	39.635811	-77.517381	139
64d7eac3-9d38-43af-8ae4-b02fb821ef46	ANEMONE QUINQUEFOLIA	1950.37534246575	42.041702	-93.669028	137
9d8ce576-6963-4750-b4a7-b0153419ad8a	ANEMONE QUINQUEFOLIA	2003.27945205479	36.244	-81.5664	102
d15a86ed-1af4-4eeb-a655-b5f10b1c8752	ANEMONE QUINQUEFOLIA	1886.38904109589	41.233112	-80.493404	142
52fc8552-ce9f-4d05-8ed1-59f0b15e8459	ANEMONE QUINQUEFOLIA	1948.34153005464	41.102584	-80.437194	125
71bfb0b2-7ea0-4fe2-b2c2-7590d59851fd	ANEMONE QUINQUEFOLIA	1970.34794520548	41.725951	-78.243623	127
378f5b78-0ec0-45c2-9693-73bf6f243de2	ANEMONE QUINQUEFOLIA	1976.33333333333	40.431128	-78.514801	122
2d014fd2-e82e-4905-a7e0-f7182ffc8b8b	ANEMONE QUINQUEFOLIA	1869.34246575342	41.3114	-72.9247	125
4374d9de-d2ca-41c9-a320-72756843e277	ANEMONE QUINQUEFOLIA	2010.30410958904	41.8322222222	-74.3788888889	111
a24945e4-0fdf-44bb-b3cc-482fe0251829	ANEMONE QUINQUEFOLIA	1916.34699453552	41.2858	-72.7986	127
e1bd98d6-6b49-46e4-89a5-2fbef8ca2e81	ANEMONE QUINQUEFOLIA	2010.31780821918	42.7676667	-84.3892778	116
c73b7e8a-ebf2-45a4-9b97-3d8ad14a6e60	ANEMONE QUINQUEFOLIA	2005.55616438356	41.569814	-79.952189	203
12132d8c-474b-43b5-b043-d47ded20d23e	ANEMONE QUINQUEFOLIA	2008.30327868852	40.853432	-73.411509	111
b57fdc4e-48aa-42d8-8ce0-a7d926c6751d	ANEMONE QUINQUEFOLIA	1993.38904109589	46.68333	-92.46667	142
